行政区域コード,"都道府県名（漢字）","市区町村名（漢字）","都道府県名（ｶﾅ）","市区町村名（ｶﾅ）",コードの改定区分,改正年月日,改正後のコード,改正後の名称,"改正後の名称 (ｶﾅ)",改正事由等
01639,北海道,更別村,ﾎｯｶｲﾄﾞｳ,ｻﾗﾍﾞﾂﾑﾗ,,,01639,,,
01640,北海道,忠類村,ﾎｯｶｲﾄﾞｳ,ﾁｭｳﾙｲﾑﾗ,欠番,.2.6,01643,幕別町,ﾏｸﾍﾞﾂﾁｮｳ,合併後は幕別町
01641,北海道,大樹町,ﾎｯｶｲﾄﾞｳ,ﾀｲｷﾁｮｳ,,,01641,,,
01642,北海道,広尾町,ﾎｯｶｲﾄﾞｳ,ﾋﾛｵﾁｮｳ,,,01642,,,
01643,北海道,幕別町,ﾎｯｶｲﾄﾞｳ,ﾏｸﾍﾞﾂﾁｮｳ,,,01643,,,
01644,北海道,池田町,ﾎｯｶｲﾄﾞｳ,ｲｹﾀﾞﾁｮｳ,,,01644,,,
01645,北海道,豊頃町,ﾎｯｶｲﾄﾞｳ,ﾄﾖｺﾛﾁｮｳ,,,01645,,,
01646,北海道,本別町,ﾎｯｶｲﾄﾞｳ,ﾎﾝﾍﾞﾂﾁｮｳ,,,01646,,,
01647,北海道,足寄町,ﾎｯｶｲﾄﾞｳ,ｱｼｮﾛﾁｮｳ,,,01647,,,
01648,北海道,陸別町,ﾎｯｶｲﾄﾞｳ,ﾘｸﾍﾞﾂﾁｮｳ,,,01648,,,
01649,北海道,浦幌町,ﾎｯｶｲﾄﾞｳ,ｳﾗﾎﾛﾁｮｳ,,,01649,,,
01661,北海道,釧路町,ﾎｯｶｲﾄﾞｳ,ｸｼﾛﾁｮｳ,,,01661,,,
01662,北海道,厚岸町,ﾎｯｶｲﾄﾞｳ,ｱｯｹｼﾁｮｳ,,,01662,,,
01663,北海道,浜中町,ﾎｯｶｲﾄﾞｳ,ﾊﾏﾅｶﾁｮｳ,,,01663,,,
01664,北海道,標茶町,ﾎｯｶｲﾄﾞｳ,ｼﾍﾞﾁｬﾁｮｳ,,,01664,,,
01665,北海道,弟子屈町,ﾎｯｶｲﾄﾞｳ,ﾃｼｶｶﾞﾁｮｳ,,,01665,,,
01666,北海道,阿寒町,ﾎｯｶｲﾄﾞｳ,ｱｶﾝﾁｮｳ,欠番,.10.11,01206,釧路市,ｸｼﾛｼ,合併後は釧路市
01667,北海道,鶴居村,ﾎｯｶｲﾄﾞｳ,ﾂﾙｲﾑﾗ,,,01667,,,
01668,北海道,白糠町,ﾎｯｶｲﾄﾞｳ,ｼﾗﾇｶﾁｮｳ,,,01668,,,
01669,北海道,音別町,ﾎｯｶｲﾄﾞｳ,ｵﾝﾍﾞﾂﾁｮｳ,欠番,.10.11,01206,釧路市,ｸｼﾛｼ,合併後は釧路市
01691,北海道,別海町,ﾎｯｶｲﾄﾞｳ,ﾍﾞﾂｶｲﾁｮｳ,,,01691,,,
01692,北海道,中標津町,ﾎｯｶｲﾄﾞｳ,ﾅｶｼﾍﾞﾂﾁｮｳ,,,01692,,,
01693,北海道,標津町,ﾎｯｶｲﾄﾞｳ,ｼﾍﾞﾂﾁｮｳ,,,01693,,,
01694,北海道,羅臼町,ﾎｯｶｲﾄﾞｳ,ﾗｳｽﾁｮｳ,,,01694,,,
01695,北海道,色丹村,ﾎｯｶｲﾄﾞｳ,ｼｺﾀﾝﾑﾗ,,,01695,,,
01696,北海道,泊村,ﾎｯｶｲﾄﾞｳ,ﾄﾏﾘﾑﾗ,,,01696,,,
01697,北海道,留夜別村,ﾎｯｶｲﾄﾞｳ,ﾙﾔﾍﾞﾂﾑﾗ,,,01697,,,
01698,北海道,留別村,ﾎｯｶｲﾄﾞｳ,ﾙﾍﾞﾂﾑﾗ,,,01698,,,
01699,北海道,紗那村,ﾎｯｶｲﾄﾞｳ,ｼｬﾅﾑﾗ,,,01699,,,
01700,北海道,蘂取村,ﾎｯｶｲﾄﾞｳ,ｼﾍﾞﾄﾛﾑﾗ,,,01700,,,
02000,青森県,,ｱｵﾓﾘｹﾝ,,,,02000,,,
02201,青森県,青森市,ｱｵﾓﾘｹﾝ,ｱｵﾓﾘｼ,,,02201,,,
02202,青森県,弘前市,ｱｵﾓﾘｹﾝ,ﾋﾛｻｷｼ,,,02202,,,
02203,青森県,八戸市,ｱｵﾓﾘｹﾝ,ﾊﾁﾉﾍｼ,,,02203,,,
02204,青森県,黒石市,ｱｵﾓﾘｹﾝ,ｸﾛｲｼｼ,,,02204,,,
02205,青森県,五所川原市,ｱｵﾓﾘｹﾝ,ｺﾞｼｮｶﾞﾜﾗｼ,,,02205,,,
02206,青森県,十和田市,ｱｵﾓﾘｹﾝ,ﾄﾜﾀﾞｼ,,,02206,,,
02207,青森県,三沢市,ｱｵﾓﾘｹﾝ,ﾐｻﾜｼ,,,02207,,,
02208,青森県,むつ市,ｱｵﾓﾘｹﾝ,ﾑﾂｼ,,,02208,,,
02209,青森県,つがる市,ｱｵﾓﾘｹﾝ,ﾂｶﾞﾙｼ,,,02209,,,
02210,青森県,平川市,ｱｵﾓﾘｹﾝ,ﾋﾗｶﾜｼ,,,02210,,,
02301,青森県,平内町,ｱｵﾓﾘｹﾝ,ﾋﾗﾅｲﾏﾁ,,,02301,,,
02303,青森県,今別町,ｱｵﾓﾘｹﾝ,ｲﾏﾍﾞﾂﾏﾁ,,,02303,,,
02304,青森県,蓬田村,ｱｵﾓﾘｹﾝ,ﾖﾓｷﾞﾀﾑﾗ,,,02304,,,
02307,青森県,外ヶ浜町,ｱｵﾓﾘｹﾝ,ｿﾄｶﾞﾊﾏﾏﾁ,,,02307,,,
02321,青森県,鰺ヶ沢町,ｱｵﾓﾘｹﾝ,ｱｼﾞｶﾞｻﾜﾏﾁ,,,02321,,,
02323,青森県,深浦町,ｱｵﾓﾘｹﾝ,ﾌｶｳﾗﾏﾁ,,,02323,,,
02341,青森県,岩木町,ｱｵﾓﾘｹﾝ,ｲﾜｷﾏﾁ,欠番,.2.27,02202,弘前市,ﾋﾛｻｷｼ,合併後は弘前市
02342,青森県,相馬村,ｱｵﾓﾘｹﾝ,ｿｳﾏﾑﾗ,欠番,.2.27,02202,弘前市,ﾋﾛｻｷｼ,合併後は弘前市
02343,青森県,西目屋村,ｱｵﾓﾘｹﾝ,ﾆｼﾒﾔﾑﾗ,,,02343,,,
02361,青森県,藤崎町,ｱｵﾓﾘｹﾝ,ﾌｼﾞｻｷﾏﾁ,,,02361,,,
02362,青森県,大鰐町,ｱｵﾓﾘｹﾝ,ｵｵﾜﾆﾏﾁ,,,02362,,,
02363,青森県,尾上町,ｱｵﾓﾘｹﾝ,ｵﾉｴﾏﾁ,欠番,.1.1,02210,平川市,ﾋﾗｶﾜｼ,合併後は平川市
02364,青森県,浪岡町,ｱｵﾓﾘｹﾝ,ﾅﾐｵｶﾏﾁ,欠番,.4.1,02201,青森市,ｱｵﾓﾘｼ,合併後は青森市
02365,青森県,平賀町,ｱｵﾓﾘｹﾝ,ﾋﾗｶﾏﾁ,欠番,.1.1,02210,平川市,ﾋﾗｶﾜｼ,合併後は平川市
02367,青森県,田舎館村,ｱｵﾓﾘｹﾝ,ｲﾅｶﾀﾞﾃﾑﾗ,,,02367,,,
02368,青森県,碇ヶ関村,ｱｵﾓﾘｹﾝ,ｲｶﾘｶﾞｾｷﾑﾗ,欠番,.1.1,02210,平川市,ﾋﾗｶﾜｼ,合併後は平川市
02381,青森県,板柳町,ｱｵﾓﾘｹﾝ,ｲﾀﾔﾅｷﾞﾏﾁ,,,02381,,,
02384,青森県,鶴田町,ｱｵﾓﾘｹﾝ,ﾂﾙﾀﾏﾁ,,,02384,,,
02387,青森県,中泊町,ｱｵﾓﾘｹﾝ,ﾅｶﾄﾞﾏﾘﾏﾁ,,,02387,,,
02401,青森県,野辺地町,ｱｵﾓﾘｹﾝ,ﾉﾍｼﾞﾏﾁ,,,02401,,,
02402,青森県,七戸町,ｱｵﾓﾘｹﾝ,ｼﾁﾉﾍﾏﾁ,,,02402,,,
02403,青森県,百石町,ｱｵﾓﾘｹﾝ,ﾓﾓｲｼﾏﾁ,欠番,.3.1,02412,おいらせ町,ｵｲﾗｾﾁｮｳ,合併後はおいらせ町
02405,青森県,六戸町,ｱｵﾓﾘｹﾝ,ﾛｸﾉﾍﾏﾁ,,,02405,,,
02406,青森県,横浜町,ｱｵﾓﾘｹﾝ,ﾖｺﾊﾏﾏﾁ,,,02406,,,
02408,青森県,東北町,ｱｵﾓﾘｹﾝ,ﾄｳﾎｸﾏﾁ,,,02408,,,
02410,青森県,下田町,ｱｵﾓﾘｹﾝ,ｼﾓﾀﾞﾏﾁ,欠番,.3.1,02412,おいらせ町,ｵｲﾗｾﾁｮｳ,合併後はおいらせ町
02411,青森県,六ヶ所村,ｱｵﾓﾘｹﾝ,ﾛｯｶｼｮﾑﾗ,,,02411,,,
02412,青森県,おいらせ町,ｱｵﾓﾘｹﾝ,ｵｲﾗｾﾁｮｳ,,,02412,,,
02423,青森県,大間町,ｱｵﾓﾘｹﾝ,ｵｵﾏﾏﾁ,,,02423,,,
02424,青森県,東通村,ｱｵﾓﾘｹﾝ,ﾋｶﾞｼﾄﾞｵﾘﾑﾗ,,,02424,,,
02425,青森県,風間浦村,ｱｵﾓﾘｹﾝ,ｶｻﾞﾏｳﾗﾑﾗ,,,02425,,,
02426,青森県,佐井村,ｱｵﾓﾘｹﾝ,ｻｲﾑﾗ,,,02426,,,
02441,青森県,三戸町,ｱｵﾓﾘｹﾝ,ｻﾝﾉﾍﾏﾁ,,,02441,,,
02442,青森県,五戸町,ｱｵﾓﾘｹﾝ,ｺﾞﾉﾍﾏﾁ,,,02442,,,
02443,青森県,田子町,ｱｵﾓﾘｹﾝ,ﾀｯｺﾏﾁ,,,02443,,,
02444,青森県,名川町,ｱｵﾓﾘｹﾝ,ﾅｶﾞﾜﾏﾁ,欠番,.1.1,02445,南部町,ﾅﾝﾌﾞﾁｮｳ,合併後は南部町
02445,青森県,南部町,ｱｵﾓﾘｹﾝ,ﾅﾝﾌﾞﾁｮｳ,,,02445,,,
02446,青森県,階上町,ｱｵﾓﾘｹﾝ,ﾊｼｶﾐﾁｮｳ,,,02446,,,
02447,青森県,福地村,ｱｵﾓﾘｹﾝ,ﾌｸﾁﾑﾗ,欠番,.1.1,02445,南部町,ﾅﾝﾌﾞﾁｮｳ,合併後は南部町
02450,青森県,新郷村,ｱｵﾓﾘｹﾝ,ｼﾝｺﾞｳﾑﾗ,,,02450,,,
03000,岩手県,,ｲﾜﾃｹﾝ,,,,03000,,,
03201,岩手県,盛岡市,ｲﾜﾃｹﾝ,ﾓﾘｵｶｼ,,,03201,,,
03202,岩手県,宮古市,ｲﾜﾃｹﾝ,ﾐﾔｺｼ,,,03202,,,
03203,岩手県,大船渡市,ｲﾜﾃｹﾝ,ｵｵﾌﾅﾄｼ,,,03203,,,
03204,岩手県,水沢市,ｲﾜﾃｹﾝ,ﾐｽﾞｻﾜｼ,欠番,.2.20,03215,奥州市,ｵｳｼｭｳｼ,合併後は奥州市
03205,岩手県,花巻市,ｲﾜﾃｹﾝ,ﾊﾅﾏｷｼ,,,03205,,,
03206,岩手県,北上市,ｲﾜﾃｹﾝ,ｷﾀｶﾐｼ,,,03206,,,
03207,岩手県,久慈市,ｲﾜﾃｹﾝ,ｸｼﾞｼ,,,03207,,,
03208,岩手県,遠野市,ｲﾜﾃｹﾝ,ﾄｵﾉｼ,,,03208,,,
03209,岩手県,一関市,ｲﾜﾃｹﾝ,ｲﾁﾉｾｷｼ,,,03209,,,
03210,岩手県,陸前高田市,ｲﾜﾃｹﾝ,ﾘｸｾﾞﾝﾀｶﾀｼ,,,03210,,,
03211,岩手県,釜石市,ｲﾜﾃｹﾝ,ｶﾏｲｼｼ,,,03211,,,
03212,岩手県,江刺市,ｲﾜﾃｹﾝ,ｴｻｼｼ,欠番,.2.20,03215,奥州市,ｵｳｼｭｳｼ,合併後は奥州市
03213,岩手県,二戸市,ｲﾜﾃｹﾝ,ﾆﾉﾍｼ,,,03213,,,
03214,岩手県,八幡平市,ｲﾜﾃｹﾝ,ﾊﾁﾏﾝﾀｲｼ,,,03214,,,
03215,岩手県,奥州市,ｲﾜﾃｹﾝ,ｵｳｼｭｳｼ,,,03215,,,
03216,岩手県,滝沢市,ｲﾜﾃｹﾝ,ﾀｷｻﾞﾜｼ,,,03216,,,
03301,岩手県,雫石町,ｲﾜﾃｹﾝ,ｼｽﾞｸｲｼﾁｮｳ,,,03301,,,
03302,岩手県,葛巻町,ｲﾜﾃｹﾝ,ｸｽﾞﾏｷﾏﾁ,,,03302,,,
03303,岩手県,岩手町,ｲﾜﾃｹﾝ,ｲﾜﾃﾏﾁ,,,03303,,,
03304,岩手県,西根町,ｲﾜﾃｹﾝ,ﾆｼﾈﾁｮｳ,欠番,.9.1,03214,八幡平市,ﾊﾁﾏﾝﾀｲｼ,合併後は八幡平市
03305,岩手県,滝沢村,ｲﾜﾃｹﾝ,ﾀｷｻﾞﾜﾑﾗ,欠番,H26.1.1,03216,滝沢市,ﾀｷｻﾞﾜｼ,市制施行
03306,岩手県,松尾村,ｲﾜﾃｹﾝ,ﾏﾂｵﾑﾗ,欠番,.9.1,03214,八幡平市,ﾊﾁﾏﾝﾀｲｼ,合併後は八幡平市
03307,岩手県,玉山村,ｲﾜﾃｹﾝ,ﾀﾏﾔﾏﾑﾗ,欠番,.1.10,03201,盛岡市,ﾓﾘｵｶｼ,合併後は盛岡市
03308,岩手県,安代町,ｲﾜﾃｹﾝ,ｱｼﾛﾁｮｳ,欠番,.9.1,03214,八幡平市,ﾊﾁﾏﾝﾀｲｼ,合併後は八幡平市
03321,岩手県,紫波町,ｲﾜﾃｹﾝ,ｼﾜﾁｮｳ,,,03321,,,
03322,岩手県,矢巾町,ｲﾜﾃｹﾝ,ﾔﾊﾊﾞﾁｮｳ,,,03322,,,
03341,岩手県,大迫町,ｲﾜﾃｹﾝ,ｵｵﾊｻﾏﾏﾁ,欠番,.1.1,03205,花巻市,ﾊﾅﾏｷｼ,合併後は花巻市
03342,岩手県,石鳥谷町,ｲﾜﾃｹﾝ,ｲｼﾄﾞﾘﾔﾁｮｳ,欠番,.1.1,03205,花巻市,ﾊﾅﾏｷｼ,合併後は花巻市
03361,岩手県,東和町,ｲﾜﾃｹﾝ,ﾄｳﾜﾁｮｳ,欠番,.1.1,03205,花巻市,ﾊﾅﾏｷｼ,合併後は花巻市
03363,岩手県,湯田町,ｲﾜﾃｹﾝ,ﾕﾀﾞﾏﾁ,欠番,.11.1,03366,西和賀町,ﾆｼﾜｶﾞﾏﾁ,合併後は西和賀町
03365,岩手県,沢内村,ｲﾜﾃｹﾝ,ｻﾜｳﾁﾑﾗ,欠番,.11.1,03366,西和賀町,ﾆｼﾜｶﾞﾏﾁ,合併後は西和賀町
03366,岩手県,西和賀町,ｲﾜﾃｹﾝ,ﾆｼﾜｶﾞﾏﾁ,,,03366,,,
03381,岩手県,金ケ崎町,ｲﾜﾃｹﾝ,ｶﾈｶﾞｻｷﾁｮｳ,,,03381,,,
03382,岩手県,前沢町,ｲﾜﾃｹﾝ,ﾏｴｻﾜﾁｮｳ,欠番,.2.20,03215,奥州市,ｵｳｼｭｳｼ,合併後は奥州市
03383,岩手県,胆沢町,ｲﾜﾃｹﾝ,ｲｻﾜﾁｮｳ,欠番,.2.20,03215,奥州市,ｵｳｼｭｳｼ,合併後は奥州市
03384,岩手県,衣川村,ｲﾜﾃｹﾝ,ｺﾛﾓｶﾞﾜﾑﾗ,欠番,.2.20,03215,奥州市,ｵｳｼｭｳｼ,合併後は奥州市
03401,岩手県,花泉町,ｲﾜﾃｹﾝ,ﾊﾅｲｽﾞﾐﾏﾁ,欠番,.9.20,03209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
03402,岩手県,平泉町,ｲﾜﾃｹﾝ,ﾋﾗｲｽﾞﾐﾁｮｳ,,,03402,,,
03421,岩手県,大東町,ｲﾜﾃｹﾝ,ﾀﾞｲﾄｳﾁｮｳ,欠番,.9.20,03209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
03422,岩手県,藤沢町,ｲﾜﾃｹﾝ,ﾌｼﾞｻﾜﾁｮｳ,欠番,H23.9.26,03209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
03423,岩手県,千厩町,ｲﾜﾃｹﾝ,ｾﾝﾏﾔﾁｮｳ,欠番,.9.20,03209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
03424,岩手県,東山町,ｲﾜﾃｹﾝ,ﾋｶﾞｼﾔﾏﾁｮｳ,欠番,.9.20,03209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
03425,岩手県,室根村,ｲﾜﾃｹﾝ,ﾑﾛﾈﾑﾗ,欠番,.9.20,03209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
03426,岩手県,川崎村,ｲﾜﾃｹﾝ,ｶﾜｻｷﾑﾗ,欠番,.9.20,03209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
03441,岩手県,住田町,ｲﾜﾃｹﾝ,ｽﾐﾀﾁｮｳ,,,03441,,,
03461,岩手県,大槌町,ｲﾜﾃｹﾝ,ｵｵﾂﾁﾁｮｳ,,,03461,,,
03462,岩手県,宮守村,ｲﾜﾃｹﾝ,ﾐﾔﾓﾘﾑﾗ,欠番,.10.1,03208,遠野市,ﾄｵﾉｼ,合併後は遠野市
03481,岩手県,田老町,ｲﾜﾃｹﾝ,ﾀﾛｳﾁｮｳ,欠番,.6.6,03202,宮古市,ﾐﾔｺｼ,合併後は宮古市
03482,岩手県,山田町,ｲﾜﾃｹﾝ,ﾔﾏﾀﾞﾏﾁ,,,03482,,,
03483,岩手県,岩泉町,ｲﾜﾃｹﾝ,ｲﾜｲｽﾞﾐﾁｮｳ,,,03483,,,
03484,岩手県,田野畑村,ｲﾜﾃｹﾝ,ﾀﾉﾊﾀﾑﾗ,,,03484,,,
03485,岩手県,普代村,ｲﾜﾃｹﾝ,ﾌﾀﾞｲﾑﾗ,,,03485,,,
03486,岩手県,新里村,ｲﾜﾃｹﾝ,ﾆｲｻﾄﾑﾗ,欠番,.6.6,03202,宮古市,ﾐﾔｺｼ,合併後は宮古市
03487,岩手県,川井村,ｲﾜﾃｹﾝ,ｶﾜｲﾑﾗ,欠番,2010.1.1,03202,宮古市,ﾐﾔｺｼ,合併後は宮古市
03501,岩手県,軽米町,ｲﾜﾃｹﾝ,ｶﾙﾏｲﾏﾁ,,,03501,,,
03502,岩手県,種市町,ｲﾜﾃｹﾝ,ﾀﾈｲﾁﾏﾁ,欠番,.1.1,03507,洋野町,ﾋﾛﾉﾁｮｳ,合併後は洋野町
03503,岩手県,野田村,ｲﾜﾃｹﾝ,ﾉﾀﾞﾑﾗ,,,03503,,,
03504,岩手県,山形村,ｲﾜﾃｹﾝ,ﾔﾏｶﾞﾀﾑﾗ,欠番,.3.6,03207,久慈市,ｸｼﾞｼ,合併後は久慈市
03505,岩手県,大野村,ｲﾜﾃｹﾝ,ｵｵﾉﾑﾗ,欠番,.1.1,03507,洋野町,ﾋﾛﾉﾁｮｳ,合併後は洋野町
03506,岩手県,九戸村,ｲﾜﾃｹﾝ,ｸﾉﾍﾑﾗ,,,03506,,,
03507,岩手県,洋野町,ｲﾜﾃｹﾝ,ﾋﾛﾉﾁｮｳ,,,03507,,,
03521,岩手県,浄法寺町,ｲﾜﾃｹﾝ,ｼﾞョｳﾎﾞｳｼﾞﾏﾁ,欠番,.1.1,03213,二戸市,ﾆﾉﾍｼ,合併後は二戸市
03524,岩手県,一戸町,ｲﾜﾃｹﾝ,ｲﾁﾉﾍﾏﾁ,,,03524,,,
04000,宮城県,,ﾐﾔｷﾞｹﾝ,,,,04000,,,
04100,宮城県,仙台市,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼ,,,04100,,,
04101,宮城県,仙台市青葉区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼｱｵﾊﾞｸ,,,04101,,,
04102,宮城県,仙台市宮城野区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼﾐﾔｷﾞﾉｸ,,,04102,,,
04103,宮城県,仙台市若林区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼﾜｶﾊﾞﾔｼｸ,,,04103,,,
04104,宮城県,仙台市太白区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼﾀｲﾊｸｸ,,,04104,,,
04105,宮城県,仙台市泉区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼｲｽﾞﾐｸ,,,04105,,,
04202,宮城県,石巻市,ﾐﾔｷﾞｹﾝ,ｲｼﾉﾏｷｼ,,,04202,,,
04203,宮城県,塩竈市,ﾐﾔｷﾞｹﾝ,ｼｵｶﾞﾏｼ,,,04203,,,
04204,宮城県,古川市,ﾐﾔｷﾞｹﾝ,ﾌﾙｶﾜｼ,欠番,.3.31,04215,大崎市,ｵｵｻｷｼ,合併後は大崎市
04205,宮城県,気仙沼市,ﾐﾔｷﾞｹﾝ,ｹｾﾝﾇﾏｼ,,,04205,,,
04206,宮城県,白石市,ﾐﾔｷﾞｹﾝ,ｼﾛｲｼｼ,,,04206,,,
04207,宮城県,名取市,ﾐﾔｷﾞｹﾝ,ﾅﾄﾘｼ,,,04207,,,
04208,宮城県,角田市,ﾐﾔｷﾞｹﾝ,ｶｸﾀﾞｼ,,,04208,,,
04209,宮城県,多賀城市,ﾐﾔｷﾞｹﾝ,ﾀｶﾞｼﾞｮｳｼ,,,04209,,,
04211,宮城県,岩沼市,ﾐﾔｷﾞｹﾝ,ｲﾜﾇﾏｼ,,,04211,,,
04212,宮城県,登米市,ﾐﾔｷﾞｹﾝ,ﾄﾒｼ,,,04212,,,
04213,宮城県,栗原市,ﾐﾔｷﾞｹﾝ,ｸﾘﾊﾗｼ,,,04213,,,
04214,宮城県,東松島市,ﾐﾔｷﾞｹﾝ,ﾋｶﾞｼﾏﾂｼﾏｼ,,,04214,,,
04215,宮城県,大崎市,ﾐﾔｷﾞｹﾝ,ｵｵｻｷｼ,,,04215,,,
04216,宮城県,富谷市,ﾐﾔｷﾞｹﾝ,ﾄﾐﾔｼ,,,04216,,,
04301,宮城県,蔵王町,ﾐﾔｷﾞｹﾝ,ｻﾞｵｳﾏﾁ,,,04301,,,
04302,宮城県,七ヶ宿町,ﾐﾔｷﾞｹﾝ,ｼﾁｶｼｭｸﾏﾁ,,,04302,,,
04321,宮城県,大河原町,ﾐﾔｷﾞｹﾝ,ｵｵｶﾞﾜﾗﾏﾁ,,,04321,,,
04322,宮城県,村田町,ﾐﾔｷﾞｹﾝ,ﾑﾗﾀﾏﾁ,,,04322,,,
04323,宮城県,柴田町,ﾐﾔｷﾞｹﾝ,ｼﾊﾞﾀﾏﾁ,,,04323,,,
04324,宮城県,川崎町,ﾐﾔｷﾞｹﾝ,ｶﾜｻｷﾏﾁ,,,04324,,,
04341,宮城県,丸森町,ﾐﾔｷﾞｹﾝ,ﾏﾙﾓﾘﾏﾁ,,,04341,,,
04361,宮城県,亘理町,ﾐﾔｷﾞｹﾝ,ﾜﾀﾘﾁｮｳ,,,04361,,,
04362,宮城県,山元町,ﾐﾔｷﾞｹﾝ,ﾔﾏﾓﾄﾁｮｳ,,,04362,,,
04401,宮城県,松島町,ﾐﾔｷﾞｹﾝ,ﾏﾂｼﾏﾏﾁ,,,04401,,,
04404,宮城県,七ヶ浜町,ﾐﾔｷﾞｹﾝ,ｼﾁｶﾞﾊﾏﾏﾁ,,,04404,,,
04406,宮城県,利府町,ﾐﾔｷﾞｹﾝ,ﾘﾌﾁｮｳ,,,04406,,,
04421,宮城県,大和町,ﾐﾔｷﾞｹﾝ,ﾀｲﾜﾁｮｳ,,,04421,,,
04422,宮城県,大郷町,ﾐﾔｷﾞｹﾝ,ｵｵｻﾄﾁｮｳ,,,04422,,,
04423,宮城県,富谷町,ﾐﾔｷﾞｹﾝ,ﾄﾐﾔﾏﾁ,欠番,H28.10.10,04216,富谷市,ﾄﾐﾔｼ,市制施行
04424,宮城県,大衡村,ﾐﾔｷﾞｹﾝ,ｵｵﾋﾗﾑﾗ,,,04424,,,
04444,宮城県,色麻町,ﾐﾔｷﾞｹﾝ,ｼｶﾏﾁｮｳ,,,04444,,,
04445,宮城県,加美町,ﾐﾔｷﾞｹﾝ,ｶﾐﾏﾁ,,,04445,,,
04461,宮城県,松山町,ﾐﾔｷﾞｹﾝ,ﾏﾂﾔﾏﾏﾁ,欠番,.3.31,04215,大崎市,ｵｵｻｷｼ,合併後は大崎市
04462,宮城県,三本木町,ﾐﾔｷﾞｹﾝ,ｻﾝﾎﾞﾝｷﾞﾁｮｳ,欠番,.3.31,04215,大崎市,ｵｵｻｷｼ,合併後は大崎市
04463,宮城県,鹿島台町,ﾐﾔｷﾞｹﾝ,ｶｼﾏﾀﾞｲﾏﾁ,欠番,.3.31,04215,大崎市,ｵｵｻｷｼ,合併後は大崎市
04481,宮城県,岩出山町,ﾐﾔｷﾞｹﾝ,ｲﾜﾃﾞﾔﾏﾏﾁ,欠番,.3.31,04215,大崎市,ｵｵｻｷｼ,合併後は大崎市
04482,宮城県,鳴子町,ﾐﾔｷﾞｹﾝ,ﾅﾙｺﾁｮｳ,欠番,.3.31,04215,大崎市,ｵｵｻｷｼ,合併後は大崎市
04501,宮城県,涌谷町,ﾐﾔｷﾞｹﾝ,ﾜｸﾔﾁｮｳ,,,04501,,,
04502,宮城県,田尻町,ﾐﾔｷﾞｹﾝ,ﾀｼﾞﾘﾁｮｳ,欠番,.3.31,04215,大崎市,ｵｵｻｷｼ,合併後は大崎市
04503,宮城県,小牛田町,ﾐﾔｷﾞｹﾝ,ｺｺﾞﾀﾁｮｳ,欠番,.1.1,04505,美里町,ﾐｻﾄﾏﾁ,合併後は美里町
04504,宮城県,南郷町,ﾐﾔｷﾞｹﾝ,ﾅﾝｺﾞｳﾁｮｳ,欠番,.1.1,04505,美里町,ﾐｻﾄﾏﾁ,合併後は美里町
04505,宮城県,美里町,ﾐﾔｷﾞｹﾝ,ﾐｻﾄﾏﾁ,,,04505,,,
04521,宮城県,築館町,ﾐﾔｷﾞｹﾝ,ﾂｷﾀﾞﾃﾁｮｳ,欠番,.4.1,04213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
04522,宮城県,若柳町,ﾐﾔｷﾞｹﾝ,ﾜｶﾔﾅｷﾞﾁｮｳ,欠番,.4.1,04213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
04523,宮城県,栗駒町,ﾐﾔｷﾞｹﾝ,ｸﾘｺﾏﾏﾁ,欠番,.4.1,04213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
04524,宮城県,高清水町,ﾐﾔｷﾞｹﾝ,ﾀｶｼﾐｽﾞﾏﾁ,欠番,.4.1,04213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
04525,宮城県,一迫町,ﾐﾔｷﾞｹﾝ,ｲﾁﾊｻﾏﾁｮｳ,欠番,.4.1,04213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
04526,宮城県,瀬峰町,ﾐﾔｷﾞｹﾝ,ｾﾐﾈﾁｮｳ,欠番,.4.1,04213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
04527,宮城県,鶯沢町,ﾐﾔｷﾞｹﾝ,ｳｸﾞｲｽｻﾞﾜﾁｮｳ,欠番,.4.1,04213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
04528,宮城県,金成町,ﾐﾔｷﾞｹﾝ,ｶﾝﾅﾘﾁｮｳ,欠番,.4.1,04213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
